objID,,,deVAB_i,expAB_i,lnLexp_i,lnLdeV_i,lnLstar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
587725073918918791,1.103745,0.488384,0.663941,0.627195,-725.669189,-208.13678,-9843.61035,6.742004,2.578686,23.332914,2.420479,5.043229
587725073918984447,0.757298,0.419657,0.411298,0.47438,-645.351074,-246.131454,-3551.76025,5.392035,2.153468,11.960791,2.419804,6.557187
587725073918984495,1.298777,0.471708,0.507142,0.562351,-679.902588,-32.274315,-4349.94287,5.985767,1.757319,8.553912,2.279897,4.224208
587725073919049948,0.475718,0.242384,0.388104,0.434503,-41.164204,-398.151154,-3612.35669,7.034745,3.601403,130.937531,2.295123,0.729125
587725073919050010,1.082802,0.398689,0.692003,0.741622,-266.998474,-4.988965,-2607.57422,8.366034,2.454616,12.529849,2.350828,0.576413
587725073919115458,1.008297,0.42491,0.717858,0.676754,-431.113342,-31.924988,-3528.08936,3.990617,1.329955,7.403965,2.262005,2.632001
587725073919115472,0.607975,0.334149,0.705304,0.635768,-2158.70557,-851.684814,-1.469511E4,9.240992,3.183973,24.945253,2.4819,22.044338
587725073919115542,0.853542,0.362545,0.821911,0.838631,-230.292267,-35.929409,-3903.62305,3.056766,1.160563,7.093235,2.255095,6.314468
587725073919180904,0.993227,0.412273,0.355545,0.384013,-306.352936,-136.554855,-5739.54834,5.116215,1.969692,18.337702,2.346627,4.531205
587725073919246446,1.119148,0.432531,0.745585,0.78131,-2248.68115,-140.387726,-1.223654E4,9.55888,2.751014,10.940107,2.333858,8.047847
587725073919246560,1.06934,0.455112,0.994969,0.988498,-835.089844,-42.197632,-8355.14258,4.526141,1.540748,9.052806,2.299523,9.269971
587725073919246649,0.414099,0.214014,0.64908,0.706069,-62.710361,-149.597992,-3824.42163,6.727687,2.529087,29.91909,2.326355,1.507862
587725073919311878,1.143248,0.453371,0.785246,0.760811,-1763.82996,-190.175644,-7064.07324,6.753794,2.141157,7.883363,2.328181,12.486702
587725073919312077,1.044867,0.442837,0.84144,0.817519,-1533.25134,-76.497993,-7508.66309,6.770932,2.010167,9.024332,2.331739,12.707536
587725073919312079,0.843924,0.441681,0.592106,0.586693,-297.802643,-244.040482,-7597.12598,6.968431,2.806571,36.448616,2.427182,2.721272
587725073919377612,0.345203,0.128521,0.698259,0.709763,-519.914856,-1202.31848,-1.405652E4,10.384751,4.844183,170.63266,2.350413,13.913147
587725073919377634,0.567715,0.363789,0.329771,0.380106,-92.493561,-636.413086,-7337.89258,3.984006,1.511127,17.370668,2.128706,3.091098
587725073919443198,0.910685,0.40197,0.580585,0.656036,-964.711182,-40.688274,-7041.85889,4.472759,1.422691,7.397434,2.264574,7.765808
587725074455789659,0.674685,0.412376,0.271332,0.305155,-64.652237,-1179.51392,-1.097386E4,8.275183,3.294224,101.379677,2.161219,1.508372
587725074455789709,0.868217,0.408938,0.743016,0.755786,-1.598648E4,-691.341309,-7.878377E4,17.183081,5.676618,28.561768,2.474927,122.220413
587725074455789827,0.803207,0.413822,0.494677,0.569816,-614.407043,-64.405403,-4807.47266,3.173249,1.145989,7.187088,2.213897,6.769684
587725074455789847,0.838526,0.384642,0.659871,0.664124,-1793.94153,-405.018219,-8966.53418,6.042932,2.432905,11.562564,2.347921,6.261739
587725074455789865,0.733501,0.375258,0.499997,0.490085,-2017.14197,-3692.00854,-2.61466E4,8.541644,4.17805,147.284225,2.241419,101.960342
587725074455855358,0.80364,0.374882,0.349472,0.385117,-1201.69592,-96.454803,-5971.26074,4.003571,1.275088,6.875154,2.240282,12.820469
587725074455855378,0.844637,0.393961,0.714942,0.710872,-841.313477,-84.770744,-5606.38379,4.453113,1.528174,8.456809,2.272384,5.114861
587725074455855381,0.880834,0.408928,0.607088,0.574736,-1.782453E4,-1256.37781,-6.118811E4,15.308266,4.481579,14.690713,2.372035,268.965057
587725074455855396,0.380842,0.206104,0.832726,0.829111,-76.610909,-202.623215,-2610.01978,6.382885,3.334646,81.403374,2.384053,1.794444
587725074455855420,0.708214,0.377674,0.628016,0.630158,-51.763607,-406.865692,-5244.72559,3.7371,1.735752,20.333462,2.281524,5.976144
587725074455855431,0.817814,0.383732,0.304793,0.362722,-1380.1228,-84.888321,-1.142701E4,4.407446,1.491954,9.604954,2.294116,8.537838
587725074455855471,0.744301,0.327173,0.56918,0.628655,-471.202454,-204.066299,-6312.8125,4.381649,1.911443,15.602022,2.436257,1.36669
587725074455855499,0.821934,0.373177,0.539479,0.559936,-299.185852,-181.919601,-5361.94824,4.454647,1.837291,16.162279,2.416668,4.576947
587725074455920854,0.809639,0.375727,0.835739,0.87907,-4684.1001,-568.701721,-1.678916E4,11.141168,3.445489,9.999963,2.374633,43.353745
587725074456117548,0.958599,0.376524,0.586708,0.575336,-474.027985,-19.978848,-4048.35913,3.582912,1.282118,7.524546,2.283729,2.550752
587725074456248556,0.824898,0.420111,0.602493,0.694983,-73.17907,-595.427185,-5232.81299,4.030921,1.948419,28.452013,2.245651,8.939695
587725074456314084,0.680983,0.391041,0.268887,0.324401,-58.263824,-164.77449,-4718.19727,9.515372,3.093501,57.698719,2.30353,0.945128
587725074456314108,0.463282,0.318507,0.651429,0.643473,-249.616989,-2584.38745,-2.075022E4,7.259132,3.374752,72.626266,2.33526,29.292696
587725074992660785,0.35428,0.165388,0.19998,0.22919,-32.358315,-199.095963,-2388.63916,7.800694,3.675776,151.66127,2.112764,0.633982
587725074992726179,0.762611,0.420053,0.549924,0.581315,-34.259842,-678.556152,-6678.91016,5.855501,2.810416,65.368858,2.208512,1.089996
587725074992726237,0.65443,0.384232,0.423603,0.467268,-202.080673,-172.583923,-6642.9668,5.296599,2.115963,24.336657,2.366758,2.139325
587725074992791750,1.066866,0.454796,0.692805,0.76122,-740.683411,-9.311267,-5249.62256,4.974765,1.616359,8.823188,2.311891,2.020077
587725074992791837,1.073065,0.440504,0.884042,0.866345,-1398.44092,-81.940498,-6256.5708,6.003006,1.895932,7.910705,2.285912,6.592
587725074992857366,1.083261,0.521315,0.251223,0.310985,-1064.86536,-371.530548,-9913.63867,7.036456,2.130776,18.5135,2.278018,10.466358
587725074992857378,1.014837,0.411293,0.425965,0.45412,-646.247803,-20.155401,-4160.64746,3.908902,1.315704,7.590125,2.275008,3.149346
587725074992922953,0.495562,0.324268,0.768215,0.779283,-62.339294,-614.63501,-6859.271,6.188431,2.739197,50.960598,2.227639,6.498635
587725074992988393,0.999243,0.473749,0.437867,0.474004,-84.261909,-225.860886,-4788.62646,4.435668,1.953238,26.22621,2.350768,5.308514
587725074993185023,1.355391,0.572121,0.559044,0.624263,-517.182861,-26.403433,-4509.06494,7.21393,2.308434,13.379877,2.31956,1.28348
587725075529597205,1.633612,0.591473,0.963393,0.92831,-498.720703,-10.325463,-4048.44312,8.149732,2.507361,14.028772,2.394352,1.281239
587725075529597277,1.270248,0.626925,0.564749,0.573083,-174.282318,-26.026531,-2193.45654,9.248432,3.036926,24.064548,2.386831,0.636872
587725075529662608,0.596437,0.341541,0.814201,0.833654,-95.350349,-76.985435,-2989.51172,2.811627,1.144136,8.091867,2.221034,5.58953
587725075529662627,0.696672,0.312437,0.936277,0.924808,-652.602539,-59.53759,-3526.65649,5.73035,2.131255,10.682856,2.385713,2.844712
587725075529662658,1.084213,0.435627,0.894218,0.853713,-701.189819,-25.834476,-3843.83569,4.687578,1.44413,7.245709,2.275791,2.391219
