objID,,,deVAB_i,expAB_i,lnLexp_i,lnLdeV_i,lnLstar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
587722982298353962,0.959787,0.393709,0.768122,0.76221,-361.619049,-205.511093,-7367.396,7.000507,2.957363,31.22135,2.514574,3.007615
587722982298419439,0.785023,0.395214,0.652624,0.68754,-91.003983,-220.893295,-3768.3855,5.012838,2.430053,36.375732,2.435675,7.175971
587722982298419477,0.85491,0.388588,0.282687,0.315321,-95.565727,-128.36705,-4570.09229,3.932476,1.439068,13.229486,2.214982,3.663335
587722982298419532,0.856842,0.42038,0.654465,0.691021,-419.314392,-38.236698,-5330.67041,3.819351,1.304788,7.992912,2.25693,2.418151
587722982298419560,1.02598,0.449363,0.854064,0.894511,-3235.04785,-213.42543,-2.196022E4,8.517777,2.934433,15.002074,2.49859,10.245448
587722982298419596,1.104534,0.495181,0.611482,0.571419,-5015.57373,-403.803558,-2.738894E4,8.984143,2.922689,12.596125,2.434027,36.470478
587722982298419638,0.956396,0.396147,0.825097,0.863138,-196.141342,-13.543896,-2915.2793,4.012551,1.471417,8.92554,2.314682,0.573153
587722982298419680,0.709917,0.406515,0.713136,0.711495,-408.574585,-988.565796,-1.112272E4,5.040561,2.24943,31.452255,2.346891,29.829813
587722982298419682,1.002539,0.439604,0.321662,0.401282,-1121.23999,-264.947449,-7569.4458,4.862165,1.579801,9.480401,2.28577,14.476793
587722982298484915,0.856094,0.375775,0.880152,0.980159,-1722.48706,-814.003479,-1.037025E4,11.157845,4.464155,31.910328,2.385983,10.179591
587722982298484955,0.957083,0.395391,0.823768,0.832974,-1474.08057,-76.615318,-8204.26172,7.2734,2.366814,9.863524,2.409165,4.27518
587722982298484981,0.808205,0.415707,0.967307,0.966069,-414.578369,-575.670715,-8289.47363,7.185578,3.448128,67.84684,2.437036,15.836124
587722982298485037,1.006058,0.394806,0.597849,0.614082,-1358.72852,-58.89687,-7873.59082,4.917673,1.628933,7.656904,2.348222,6.279498
587722982298485044,1.012098,0.460541,0.691138,0.71819,-643.845825,-17.530155,-4666.17285,5.073106,1.767175,8.697553,2.354431,1.278183
587722982298485052,0.964262,0.45536,0.658508,0.727765,-562.563049,-58.818085,-3351.46509,5.478865,1.939896,9.195612,2.414052,1.415738
587722982298485071,1.065538,0.451149,0.401273,0.453343,-1352.46826,-58.522484,-9197.19336,4.793989,1.533846,8.384635,2.32244,5.036652
587722982298485083,1.043255,0.487322,0.310281,0.328369,-204.106537,-136.718918,-3840.47192,4.306515,1.685307,14.817406,2.342468,4.12523
587722982298485120,0.956417,0.397757,0.328283,0.378932,-411.013245,-53.388027,-5382.75342,3.416809,1.279133,8.302364,2.300783,2.153968
587722982298485150,1.046658,0.434929,0.718263,0.731172,-820.148437,-63.238144,-5518.69336,4.135718,1.337734,6.981293,2.271683,1.148247
587722982298550480,0.77186,0.460657,0.327767,0.375924,-16.631426,-254.837997,-4915.68848,4.508975,1.923194,28.077801,2.252791,1.314372
587722982298550513,1.011108,0.439196,0.875313,0.915325,-436.179413,-4.382834,-3442.50537,5.035603,1.695336,8.387918,2.38114,0.887335
