objID,,,deVAB_i,expAB_i,lnLexp_i,lnLdeV_i,lnLstar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
587725469056565406,0.84498,0.411789,0.944777,0.96501,-842.548828,-29.397657,-5373.73486,5.490309,1.73632,8.553626,2.33804,3.172274
587725469056565429,0.987789,0.449877,0.675227,0.683432,-230.704315,-86.94722,-3444.43164,5.076667,2.041395,16.425838,2.427866,1.124354
587725469056630922,0.50522,0.337593,0.535766,0.580225,-15.210718,-471.540161,-3907.44849,3.585729,1.741297,25.790504,2.152432,2.133663
587725469056631001,0.733101,0.411179,0.97822,0.954679,-166.991226,-889.298462,-8657.01367,4.241861,1.877225,24.191708,2.177505,7.880691
587725469056762014,0.521461,0.383705,0.907778,0.87699,-976.958313,-831.805908,-1.482306E4,6.608648,2.491467,25.321293,2.361867,18.668695
587725469056762056,0.935691,0.517199,0.204435,0.199952,-3766.73047,-4281.34473,-5.992601E4,25.451572,8.323577,493.623718,2.444336,329.991028
587725469056762074,1.004192,0.421625,0.501641,0.508057,-225.522934,-32.409126,-2896.51318,5.073107,1.707089,12.193551,2.281717,1.50694
587725469056762118,1.045933,0.420053,0.718528,0.793274,-1662.38464,-206.838287,-6645.21338,7.425358,2.627635,9.294404,2.312997,4.744211
587725469056827438,1.03657,0.478333,0.427278,0.411304,-1942.82922,-416.336395,-9577.67187,7.993876,2.804639,13.035632,2.414497,9.939094
587725469056827644,0.962381,0.396185,0.82692,0.874462,-281.943878,-10.403022,-2700.54614,5.45343,1.96876,11.585661,2.380853,0.396835
587725469056827656,1.039537,0.437921,0.771082,0.783578,-2967.40088,-116.67868,-1.458708E4,9.044832,2.736866,10.69448,2.360024,8.127469
587725469056827660,0.557686,0.340155,0.737826,0.761325,-91.981873,-557.578064,-6682.67383,4.11837,2.098433,30.985586,2.307943,4.527618
587725469056827687,1.055885,0.437809,0.954849,0.930179,-2054.05933,-75.839859,-1.024505E4,6.080232,1.917843,8.447169,2.306725,7.995226
587725469056827744,0.742256,0.404297,0.672215,0.703015,-83.666618,-441.148987,-5985.91016,3.971166,1.731686,20.493204,2.205709,6.137077
587725469056893023,0.606745,0.462084,0.649998,0.513907,-1.129038E4,-4070.72412,-1.688302E4,10.6513,4.117733,4.826922,2.259932,511.734589
587725469056893118,0.98696,0.402088,0.325091,0.408385,-4325.96387,-254.719467,-2.072819E4,5.507993,1.727352,9.228994,2.319006,52.765537
587725469056893134,1.094021,0.466108,0.75344,0.811489,-1.198125E4,-1326.56921,-7.491977E4,18.144304,5.843888,37.821541,2.429415,129.377762
587725469056893169,1.072439,0.447929,0.801029,0.843688,-441.485535,-8.63384,-2809.04443,3.997768,1.327939,6.70552,2.24014,0.870012
587725469056893197,0.864737,0.42738,0.619555,0.622545,-1726.61499,-279.788544,-5825.84229,8.086723,2.518162,7.754299,2.310495,14.295391
587725469056893200,1.066252,0.46829,0.287792,0.362638,-352.015015,-44.459263,-5101.20752,4.562928,1.602675,13.325769,2.293616,1.427499
587725469056893217,1.020411,0.452021,0.933818,0.921974,-1677.29736,-31.803978,-1.102184E4,7.6258,2.468523,12.035178,2.352892,1.984767
587725469056893261,1.019125,0.430866,0.660126,0.725387,-401.616516,-37.970184,-3817.86768,4.072311,1.392995,8.340799,2.265975,0.59163
587725469056893276,0.710012,0.386166,0.904434,0.870495,-403.118317,-50.138668,-4019.91309,5.893727,2.13464,13.192847,2.386319,1.335581
587725469056958640,1.066875,0.436974,0.285457,0.311845,-285.094879,-146.049042,-6321.07471,3.639647,1.348659,11.279338,2.235292,6.296555
587725469056958648,1.057007,0.438225,0.832515,0.834197,-391.875824,-20.407066,-3493.43799,4.264271,1.525214,8.490517,2.344589,0.704751
587725469056958664,0.895609,0.421717,0.999713,0.875623,-1510.42444,-165.481644,-8171.34229,5.394237,1.760749,8.774764,2.299479,5.652548
587725469056958696,0.879959,0.378319,0.897539,0.905514,-375.17276,-89.05172,-3321.81006,7.356245,3.146389,23.578238,2.59276,1.01096
587725469593501881,0.368805,0.169806,0.78444,0.85,-29.84857,-445.13147,-3135.33887,3.526369,1.808804,28.434137,2.071,3.406386
587725469593501904,0.353724,0.209618,0.296767,0.314402,-60.101154,-654.241577,-4847.52295,6.810788,3.037504,88.266998,2.196043,5.480956
587725469593501934,0.781813,0.348574,0.550439,0.543263,-181.817169,-1522.09534,-8428.48047,6.403342,3.173183,94.092506,2.046242,9.872965
587725469593501956,0.910363,0.421803,0.843684,0.874046,-8132.88525,-1021.38391,-2.747801E4,11.042516,3.343502,8.038046,2.386416,138.987747
587725469593501966,1.060314,0.428944,0.578832,0.574102,-1835.19165,-433.095306,-1.378685E4,7.95888,3.271266,22.529169,2.472732,7.773296
587725469593567263,1.06748,0.46217,0.265011,0.28821,-414.76474,-311.866882,-8591.66504,5.238585,1.909166,21.744238,2.34252,6.817543
587725469593567345,1.029537,0.450096,0.74169,0.747374,-1605.78235,-68.620583,-1.254311E4,6.229642,2.055052,10.182842,2.368869,5.454554
587725469593567424,1.102547,0.445391,0.833081,0.789206,-4090.90771,-229.555405,-1.895219E4,7.573066,2.236526,8.394917,2.350466,20.109402
587725469593567490,1.089882,0.430637,0.647475,0.687617,-798.00708,-289.606873,-7043.14307,4.282871,1.619734,9.462572,2.33752,8.958884
587725469593567527,0.512405,0.367203,0.843686,0.814063,-323.252502,-374.553925,-7938.74805,4.098409,1.525237,12.385706,2.285367,19.850876
587725469593567533,0.667356,0.361988,0.960594,0.966832,-34.292168,-214.210403,-5079.62891,3.511722,1.513065,13.45624,2.283462,3.951031
587725469593567540,1.071409,0.437752,0.251584,0.314391,-279.200623,-24.532003,-3764.4021,3.198037,1.130645,7.131773,2.273341,1.412754
587725469593567549,0.471634,0.309584,0.499945,0.485127,-448.780701,-2821.86572,-1.794123E4,4.341013,2.000568,35.776958,2.08212,32.110954
587725469593567572,1.067041,0.472559,0.508034,0.554602,-341.423553,-55.379555,-5809.10498,4.900244,1.651724,11.588149,2.312,2.229763
587725469593567592,0.688183,0.330986,0.833005,0.871808,-151.049408,-645.614868,-4319.12451,7.138267,3.907707,120.139793,2.12223,4.650265
587725469593632915,1.099901,0.44816,0.761567,0.772352,-500.534363,-21.56052,-3131.46997,4.252291,1.35097,6.110402,2.248161,1.966599
587725469593632945,0.700071,0.56373,0.520345,0.519534,-7.10669,-30.250832,-183.865524,5.475877,2.57902,44.32597,2.378275,37.682735
587725469593632951,0.330729,0.139034,0.814256,0.829919,-243.977783,-1440.24939,-1.596957E4,11.109128,5.053237,144.89212,2.369117,9.761941
587725469593632965,1.001812,0.410072,0.277986,0.34247,-497.434814,-85.653091,-4612.26514,3.717484,1.218672,8.199395,2.253782,5.294299
587725469593632968,1.036242,0.463182,0.983994,0.967842,-1743.82788,-180.645111,-1.44574E4,5.511909,1.802394,10.200794,2.35565,3.358167
587725469593632989,1.172684,0.504488,0.632236,0.644374,-479.143372,-30.786627,-3500.0686,4.133856,1.390594,6.705494,2.325975,2.494349
587725469593633002,0.966324,0.408735,0.403724,0.461149,-612.090637,-65.242928,-4019.62329,4.451954,1.542309,8.101284,2.342517,2.282945
587725469593633007,0.47044,0.256935,0.929864,0.959381,-12.100393,-888.19458,-5852.91455,5.500546,2.630128,52.9063,2.15911,3.688982
587725469593633017,1.048334,0.473312,0.811732,0.807284,-567.211914,-138.605133,-7928.20117,6.563725,2.593898,20.932642,2.466943,1.276575
587725469593698498,1.097393,0.444773,0.310218,0.341407,-810.588074,-451.672546,-1.201602E4,5.817009,1.95968,19.912018,2.348351,17.272131
587725469593698587,0.868752,0.416805,0.690365,0.629062,-1609.76099,-205.606781,-1.146538E4,5.539611,1.945353,10.019938,2.393368,13.637276
587725469593763993,0.988337,0.496544,0.262921,0.31342,-599.653442,-84.64621,-5272.23682,4.355462,1.494719,9.704488,2.340788,6.995728
587725469593764009,0.727425,0.399845,0.899847,0.883159,-745.728027,-495.271606,-1.12496E4,5.333888,2.249063,21.279781,2.47917,9.641725
587725469593764042,0.668877,0.398106,0.571552,0.614623,-5.62774,-599.693176,-5695.1333,3.843165,1.871661,29.537567,2.161109,0.710308
587725469593829585,0.83478,0.375832,0.875756,0.830012,-4590.83496,-388.138031,-2.096849E4,5.914928,2.047232,8.157897,2.334608,45.225216
587725469593829595,1.050194,0.439981,0.89535,0.912186,-2263.71289,-49.001801,-1.496984E4,7.207273,2.421652,11.241819,2.382891,6.955067
587725469593829617,1.018274,0.421431,0.707904,0.766516,-406.176025,-5.39748,-3096.87085,4.454698,1.522685,7.288763,2.310457,0.626642
587725469593829621,1.070063,0.459558,0.221611,0.263762,-275.568115,-360.179565,-8693.37988,5.194588,1.858647,24.335251,2.261361,17.931297
587725469593895246,1.39267,0.544233,0.322093,0.367803,-119.49984,-198.425034,-5596.68652,7.627555,2.782388,44.576469,2.371726,4.474286
587725469593960666,0.646008,0.369861,0.406007,0.396456,-803.12323,-4937.32617,-3.499895E4,8.293633,3.950447,148.894363,2.142939,61.75444
587725469593960669,0.538506,0.334597,0.520254,0.53239,-160.221359,-3119.05005,-2.517046E4,4.295125,1.864744,28.065615,2.103865,16.296276
587725469593960677,1.036495,0.425133,0.868968,0.85697,-431.270569,-5.197201,-3025.21558,3.61481,1.248109,6.36535,2.260874,0.979004
587725469593960682,1.001896,0.448156,0.509,0.516722,-410.249542,-93.36808,-5211.28418,6.61114,2.484226,21.063633,2.467085,1.367187
587725470130634989,0.901915,0.463984,0.470623,0.515507,-381.69928,-98.486473,-8457.08789,5.400677,1.976274,17.048758,2.345082,2.620542
587725470130700466,0.873541,0.395094,0.60593,0.621581,-1445.52173,-906.902771,-1.731669E4,6.712989,2.9429,29.334354,2.504345,23.290949
587725470130831374,0.80697,0.438235,0.634335,0.668481,-1.149458E4,-4653.91943,-5.610381E4,15.958186,5.654861,21.663612,2.557165,239.53244
587725470130831517,0.845631,0.403593,0.804508,0.859286,-2666.84741,-49.15551,-2.084101E4,6.638806,2.226931,12.729198,2.421915,6.493451
587725470130831524,0.553362,0.354481,0.212703,0.233902,-54.58572,-165.00412,-3452.61206,6.706442,2.609217,47.174271,2.302856,1.603522
587725470130831554,1.122908,0.461823,0.576095,0.613802,-2003.46692,-450.651917,-5306.48828,6.124584,2.104014,6.48659,2.306243,25.889198
587725470130831653,0.892851,0.444565,0.454871,0.491375,-78.45047,-284.665802,-4436.00879,5.111837,2.507607,47.443653,2.333531,2.926415
587725470130897183,1.095018,0.473846,0.926727,0.938558,-1265.05176,-230.111664,-4279.0835,7.895753,2.186997,6.738575,2.277178,6.286026
587725470130962624,1.182304,0.486416,0.800901,0.837244,-356.396393,-1.52474,-2852.46851,6.10161,1.882616,10.267286,2.338696,0.717024
587725470130962651,1.237038,0.500158,0.643607,0.664049,-2312.74658,-303.661713,-8639.87891,9.419277,3.336595,10.700204,2.370264,10.057508
587725470131028101,0.84472,0.391818,0.588461,0.554317,-5002.10889,-636.905945,-1.820255E4,5.654495,1.699462,7.673758,2.304362,71.458496
587725470131028126,1.251375,0.480356,0.72913,0.726171,-2127.18774,-141.806656,-1.351078E4,10.808789,3.45934,16.963913,2.359804,1.238831
587725470131028224,1.153023,0.510908,0.299623,0.332392,-481.363983,-315.759033,-8900.74316,8.965664,3.449023,61.079247,2.455549,3.080304
587725470131093512,0.902376,0.418182,0.987241,0.984729,-879.936707,-27.194923,-5399.8252,4.984338,1.712265,8.749229,2.332743,3.256478
587725470131093657,1.058624,0.474852,0.625294,0.606118,-2394.69385,-110.753326,-1.207103E4,6.595796,2.175286,10.695617,2.362784,12.835304
587725470131093678,0.498787,0.29159,0.98377,0.999715,-430.074982,-714.026917,-1.285422E4,9.325137,4.521635,104.997597,2.473325,13.423546
587725470131093704,0.772036,0.376547,0.742899,0.77753,-1362.69739,-199.204208,-6472.26025,4.748222,1.778157,8.687193,2.329337,10.362781
587725470131159204,0.88719,0.419288,0.937806,0.969062,-3056.36108,-41.993538,-1.858312E4,7.720734,2.454405,14.313943,2.360076,7.383042
587725470131159255,0.86727,0.401239,0.50777,0.504094,-1414.62476,-91.186371,-1.347185E4,6.648348,2.27623,17.628103,2.367153,4.241333
587725470667702426,1.00037,0.407864,0.840911,0.869459,-876.072937,-3.880661,-6495.36182,4.985014,1.651818,8.280653,2.32869,1.760249
587725470667702461,1.052242,0.490744,0.432144,0.460387,-175.319794,-50.282742,-3369.26978,3.006764,1.1153,7.159175,2.240897,3.584699
