objID,,,deVAB_i,expAB_i,lnLexp_i,lnLdeV_i,lnLstar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
587722981752570173,1.046122,0.448698,0.576071,0.63736,-530.703857,-18.385664,-3191.67822,3.876251,1.308871,6.176908,2.26712,1.169764
587722981752570178,1.061039,0.455561,0.712685,0.710274,-650.269165,-135.483765,-5055.9375,6.080601,2.298433,13.294839,2.403396,0.84685
587722981752570224,0.840458,0.408367,0.542197,0.560828,-90.825172,-134.485657,-3259.95386,5.332675,2.318397,30.397987,2.375052,6.113741
587722981752635559,1.081873,0.467052,0.257269,0.285917,-623.797607,-40.831806,-6454.13916,4.938806,1.603472,10.771773,2.297385,2.681247
587722981752701107,0.394554,0.280884,0.922073,0.9298,-11.531013,-339.335052,-4051.96606,5.125196,2.418253,41.805798,2.201898,0.691478
587722981752766619,0.849234,0.416052,0.901516,0.915648,-120.517303,-86.349297,-4053.77808,3.693959,1.492204,12.327826,2.293986,2.649045
587722981752897881,0.406698,0.23064,0.705611,0.878684,-317.864319,-412.567932,-2692.10474,12.902523,6.960774,306.603577,2.469914,5.377325
587722982289375340,1.465994,0.522293,0.697268,0.671228,-1023.79242,-74.630424,-4639.37402,7.102561,2.453918,8.441803,2.323925,2.124614
587722982289375531,1.072332,0.448523,0.566972,0.563603,-2830.33447,-617.798218,-8707.40039,9.710985,3.64505,7.876502,2.35148,20.173626
587722982289440995,1.071369,0.462687,0.816225,0.839047,-440.856079,-2.882034,-3066.71313,4.417605,1.531023,7.371067,2.312618,0.720068
587722982289441011,1.036283,0.434029,0.572476,0.587145,-548.772949,-35.933186,-9078.54297,5.189345,1.778347,12.525611,2.317821,3.608706
587722982289506481,0.89249,0.341787,0.715309,0.731682,-269.313934,-2.599577,-2436.34766,4.444273,1.484993,7.119808,2.320383,0.187347
587722982289506494,0.695473,0.355741,0.818049,0.740636,-4146.02002,-388.897461,-1.574955E4,7.830449,2.499986,8.261793,2.402667,38.116096
