objID,,,deVAB_i,expAB_i,lnLexp_i,lnLdeV_i,lnLstar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
587722981740380184,1.49436,0.496967,0.638963,0.635271,-289.341339,-10.693457,-1676.36072,8.620969,2.835053,29.381531,2.314602,0.473158
587722981740511346,0.567162,0.315218,0.745117,0.788604,-74.114769,-37.115883,-2051.4248,5.161374,2.158354,28.305786,2.249072,0.535188
587722981740576886,1.050886,0.444317,0.772312,0.770053,-690.694641,-148.948151,-3931.37427,6.62879,2.517144,27.568115,2.335337,3.661014
587722981740642387,0.867802,0.45525,0.328342,0.362813,-31.673405,-131.01149,-4260.67676,5.434406,2.270301,37.641285,2.200551,1.349939
587722981740642397,0.268303,0.196819,0.766865,0.785974,-24.118055,-182.108887,-2938.97656,5.818308,2.649409,49.13274,2.165669,0.443887
587722982277251145,0.475456,0.286327,0.850206,0.851658,-35.277069,-149.950287,-3016.8584,7.957049,3.223512,64.365685,2.229847,0.58102
587722982277251160,0.620306,0.403706,0.372359,0.430513,-32.219273,-114.266113,-3204.65137,5.909914,2.455317,44.587223,2.232691,0.751657
587722982277251193,1.160587,0.490313,0.706047,0.705955,-232.912292,-489.122437,-5729.7959,6.538264,2.51084,40.536747,2.141393,4.244038
587722982277316662,0.516321,0.311806,0.955186,0.953401,-43.000931,-343.671112,-5467.50732,7.403486,3.550638,83.830055,2.298964,0.858677
587722982277382240,1.029808,0.456984,0.630591,0.684732,-283.372528,-6.296146,-2213.29663,5.547393,2.001598,19.5867,2.252177,0.305596
587722982277447770,0.352071,0.19417,0.631526,0.639339,-146.236862,-1083.09888,-1.471965E4,13.403189,6.556404,324.302856,2.185541,2.082814
587722982277447806,0.79504,0.468287,0.149989,0.178634,-139.328705,-138.433838,-4703.45801,7.162773,2.932872,72.112518,2.254221,1.047839
587722982277513270,0.958146,0.402404,0.784677,0.783926,-4108.30908,-356.199951,-2.555944E4,14.18627,4.954016,49.463718,2.419315,5.843644
587722982814122096,0.421622,0.304293,0.788214,0.772058,-442.504028,-5558.02832,-4.289096E4,8.858376,4.170805,124.241142,2.222544,34.316071
587722982814187598,0.529093,0.332048,0.891886,0.911677,-19.192095,-242.204529,-3965.29297,5.897112,2.772389,54.674805,2.233356,1.008907
587722982814187633,0.809837,0.464033,0.736256,0.772176,-207.528854,-18.579586,-3545.41309,5.485812,1.995772,22.111797,2.253331,0.758925
587722982814187638,0.968687,0.507971,0.398418,0.43222,-251.142044,-87.192162,-4405.79541,6.43363,2.573139,35.676319,2.322985,0.621141
587722982814253152,0.38438,0.284483,0.378715,0.427281,-21.437809,-191.538742,-2855.7854,7.879705,3.429945,96.117195,2.272397,0.328097
587722982814253154,0.742023,0.396845,0.502518,0.529676,-171.413574,-65.415916,-2553.81128,5.892209,2.391544,30.732185,2.281103,2.973402
587722982814253218,0.385853,0.178427,0.508395,0.555596,-26.611002,-113.323448,-1034.60437,8.492885,4.565788,202.111389,2.180345,0.019411
587722982814318600,0.534665,0.249903,0.704726,0.682591,-8616.34863,-774.99823,-3.087734E4,9.382126,2.971322,25.579681,2.323315,104.582191
587722982814318765,0.463133,0.2864,0.769097,0.721036,-186.658035,-135.330658,-2742.76123,7.040282,3.093904,49.767654,2.296103,0.489381
587722982814318768,1.338577,0.580297,0.350007,0.380726,-403.540924,-79.441818,-3202.93188,8.10416,3.108387,42.363781,2.430396,0.978993
587722982814384207,0.865963,0.383743,0.60623,0.621957,-559.715271,-46.318893,-2360.36719,9.542015,3.07988,25.612244,2.319102,1.590355
587722982814384210,0.476618,0.32811,0.572537,0.607061,-46.81641,-132.465073,-3347.68408,5.11113,2.220675,33.542057,2.21828,1.521061
587722982814384212,0.991179,0.403709,0.8656,0.873978,-561.134949,-59.153255,-3616.20898,6.551507,2.580317,27.100241,2.355621,1.471093
