objID,,,deVAB_i,expAB_i,lnLexp_i,lnLdeV_i,lnLstar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
587725073915642273,0.903454,0.369362,0.429823,0.450458,-1132.6427,-109.822952,-5416.20605,3.068975,1.047424,5.708621,2.233225,13.096033
587725074452054470,0.844187,0.4097,0.622342,0.64636,-830.173157,-117.622223,-8189.20605,5.55193,2.058062,11.733823,2.439871,2.862566
587725074452316509,0.880773,0.418028,0.720428,0.700842,-5617.59375,-968.141968,-3.896556E4,8.484375,3.098437,17.065765,2.490191,72.863167
587725074452316589,0.335257,0.228773,0.776051,0.820908,-9.1894,-402.665527,-4301.2417,4.372665,2.039281,30.06983,2.169959,0.511646
587725074452381970,0.91119,0.384471,0.684346,0.677731,-3692.20264,-168.815674,-2.024083E4,6.14623,2.022593,9.468561,2.331688,34.863056
587725074452382087,0.371216,0.22002,0.805734,0.852385,-20.146688,-789.886841,-5745.61328,3.674234,1.819906,26.874226,2.126913,1.977844
587725074452382182,0.744024,0.286915,0.621811,0.595265,-192.313629,-302.776398,-3392.86987,6.695566,3.211487,73.800522,2.42153,3.252396
587725074452513125,1.081127,0.49795,0.37902,0.463594,-1111.31836,-128.82872,-6771.3291,4.120841,1.391092,8.861073,2.299624,3.715544
587725074452513154,0.867064,0.39036,0.681178,0.678411,-216.754929,-27.983543,-3341.07642,4.605402,1.666085,10.934318,2.350811,1.201533
587725074452513179,0.972908,0.41857,0.862797,0.908151,-2348.33813,-234.232376,-9076.59277,7.548998,2.100149,7.242225,2.302397,19.543036
587725074452513192,0.745293,0.418098,0.843564,0.870111,-549.750183,-17.085869,-3411.51562,3.464233,1.203017,5.940742,2.279665,3.945252
587725074452513235,0.712523,0.413271,0.249818,0.264003,-49.769798,-418.920105,-3947.43921,7.898619,3.247715,96.589027,2.083284,1.317444
587725074988990752,0.394793,0.268132,0.719304,0.717385,-680.724548,-3057.57593,-3.860622E4,7.958283,3.34025,59.775723,2.35139,78.20179
587725074988990792,0.846745,0.37805,0.806682,0.801296,-429.160431,-22.621508,-2932.48706,3.123457,1.166788,6.138697,2.28038,2.432145
587725074988990801,0.84059,0.393177,0.678657,0.664383,-1.055962E4,-1448.51501,-4.191006E4,9.406922,3.309027,10.470707,2.376435,260.883148
587725074989056376,0.958107,0.413902,0.624948,0.667857,-466.606445,-59.079487,-2183.08423,7.193859,2.21996,8.735057,2.327769,0.86813
587725074989121658,0.601841,0.343355,0.884095,0.883073,-422.788086,-240.447235,-5470.69873,8.970627,4.349144,69.744637,2.595362,0.495899
587725074989187409,0.370096,0.245562,0.499904,0.499956,-279.554535,-826.99469,-8031.40771,9.481333,3.894495,106.221474,2.254356,4.212069
587725074989187518,1.325996,0.496082,0.924087,0.926659,-220.978424,-8.475281,-3941.70508,5.398191,1.771794,12.591197,2.274899,0.892327
587725074989187539,0.65003,0.380737,0.450003,0.493093,-39.2794,-1168.57727,-1.321089E4,5.357767,2.42038,43.137131,2.28871,3.198286
587725074989252902,0.563631,0.264536,0.737578,0.758661,-44.113827,-502.243469,-4237.87646,6.487475,3.311069,89.150146,2.206164,0.59552
587725074989253021,1.25326,0.485752,0.660157,0.674328,-488.072479,-3.111812,-5444.23828,5.688551,1.9273,12.578399,2.362583,0.435564
587725074989253030,0.3456,0.189842,0.812405,0.831371,-38.986633,-116.580566,-1976.83838,6.282845,2.963475,52.516888,2.371174,0.518666
587725074989318529,1.055412,0.408804,0.499433,0.569641,-39.077568,-0.153856,-245.233856,5.127906,1.722578,12.273919,2.29475,3.594964
587725074989383685,0.4011,0.32567,0.937088,0.911256,-58.325142,-301.575714,-3646.97266,6.217306,2.823095,53.589355,2.228712,1.614097
587725074989383931,0.876579,0.417088,0.520308,0.534057,-6427.94189,-212.236328,-2.884302E4,6.552759,2.005682,9.479528,2.348493,80.245399
587725074989384017,1.006086,0.411713,0.538401,0.571592,-595.469116,-18.423866,-4183.28271,2.95149,1.085994,6.339543,2.259116,3.462849
587725074989449334,0.785374,0.453745,0.534097,0.564023,-176.390915,-195.377686,-7442.2373,4.652348,1.750188,16.958494,2.256785,3.920246
587725074989449535,0.520542,0.313646,0.868266,0.905927,-44.982533,-524.995178,-3276.41504,4.996775,2.558686,56.527348,2.017789,1.616846
587725074989449810,0.407644,0.162605,0.499886,0.544918,-52.808434,-428.505432,-2514.48193,7.58579,4.334254,204.944412,2.328971,0.281025
587725075525861776,0.95435,0.529188,0.278264,0.3315,-129.059341,-205.437332,-5857.22559,8.889279,2.78795,49.625946,2.264197,2.061875
587725075525927194,1.035822,0.447939,0.649681,0.673198,-405.285126,-3.243358,-3206.05493,3.796537,1.327014,7.445042,2.262218,0.646181
587725075525927235,0.585356,0.395769,0.795827,0.788409,-232.578003,-325.579956,-8745.27344,5.294838,2.134846,23.198122,2.360369,18.825552
587725075525927246,1.020157,0.442333,0.386812,0.464951,-804.502991,-78.152527,-4814.87305,3.148221,1.108561,6.74928,2.223232,7.115166
587725075525992550,1.125502,0.473324,0.826356,0.823748,-1277.18359,-40.719093,-1.0295E4,8.873794,2.704589,16.174412,2.352183,0.948626
587725075525992827,1.128269,0.511679,0.425267,0.453215,-277.79126,-30.76136,-3219.92432,5.284858,1.944332,14.50646,2.370855,0.421186
587725075525992869,1.176308,0.468508,0.875612,0.866343,-1372.48999,-57.354305,-6889.18115,5.989793,1.844202,9.372349,2.289222,3.604657
587725075525992871,1.229942,0.49564,0.719829,0.729333,-271.970123,-36.564201,-3464.52881,5.273323,1.928929,13.630366,2.355285,0.66654
587725075526058288,0.774797,0.377205,0.337917,0.377818,-1812.80762,-123.081802,-8893.85352,4.292701,1.397103,9.190009,2.219263,9.356207
587725075526058366,0.875552,0.436758,0.404115,0.473693,-4146.92822,-621.506226,-2.436275E4,8.513169,2.674465,16.541813,2.327646,31.850054
587725075526058370,1.373505,0.556881,0.592403,0.611576,-390.24173,-30.594105,-2353.19727,6.272877,2.119942,10.985077,2.359295,0.849343
