Global,Elliptical,Spirall,Artifac
0.6844811401263015,0.6675534991324465,0.7352724895824823,0.0
0.6785394265232975,0.6432475419317525,0.7811912737968788,0.0
0.7156298003072197,0.7670474262579525,0.5734537135386878,0.0
0.709794760197986,0.7302631578947368,0.6550371762398889,0.0
0.7132723160948967,0.7336032388663968,0.6589182122722445,0.0
0.7048771121351767,0.6984817813765182,0.7259988561156957,0.0
0.7213901689708141,0.7724407171775592,0.5802761663534602,0.0
0.7305960914831883,0.8553932909196067,0.3811585913881853,0.0
0.7116935483870968,0.7115673799884327,0.7151319552251001,0.0
0.7137416794674859,0.7104973973395026,0.7259988561156957,0.0
0.7200354155999318,0.7319548872180451,0.6894762644006863,0.0
0.7302440689537464,0.8072151532677848,0.5159326742380913,0.0
0.7195447175285885,0.7169317524580683,0.7300433041915189,0.0
0.7175819252432155,0.7229467900520532,0.7055314976713783,0.0
0.7213795016214372,0.7523713128976287,0.6369392924258518,0.0
0.729305342208568,0.7802486986697513,0.5885284745485743,0.0
0.7306707629288275,0.770242914979757,0.6220279434594329,0.0
0.7202060931899642,0.7532388663967612,0.6299942805784786,0.0
0.7321428571428571,0.7747975708502024,0.6147969605359915,0.0
0.723726318484383,0.7530364372469636,0.6440477163166926,0.0
0.728494623655914,0.7779063042220937,0.5920418334831277,0.0
0.7264251578767708,0.7700404858299595,0.606340387286543,0.0
0.7179019457245264,0.7118421052631579,0.7381322003431653,0.0
0.727278545826933,0.7445777906304222,0.6815507802925076,0.0
0.7093573988735279,0.6917582417582417,0.762153770732903,0.0
0.7120029015190306,0.6969924812030075,0.7574965274940764,0.0
0.7262224782386073,0.75762001156738,0.6406569164147398,0.0
0.7323882061785287,0.7635193753614806,0.6476019282621129,0.0
0.7142537122375832,0.6968623481781376,0.7664841898847945,0.0
0.7083760027308414,0.6777617119722383,0.7979410082523082,0.0
0.73568441713603,0.7682041642567958,0.6469891330991094,0.0
0.7306280935313193,0.7631578947368421,0.6418825067407468,0.0
0.7266385048643114,0.7334875650665125,0.7104338589754065,0.0
0.7024449564772145,0.6654424522845576,0.8100334994689109,0.0
0.7361004437617341,0.7784991324465008,0.6194950567856851,0.0
0.7206007851169142,0.7170908039329092,0.7336383691478062,0.0
0.7292200034135518,0.7474407171775593,0.6808971321186371,0.0
0.7269585253456221,0.7483371891266628,0.6697034071411063,0.0
0.7367404847243557,0.77834008097166,0.6223956205572351,0.0
0.7393433179723502,0.7847021399652978,0.6143884304273225,0.0
0.72413167776071,0.729786003470214,0.7112917722036114,0.0
0.729337344256699,0.7343695777906304,0.7182776370618514,0.0
0.7238009899300222,0.7240023134759976,0.7263665332134979,0.0
0.7283986175115207,0.7563042220936957,0.6527085546204755,0.0
0.7299453831711896,0.744679005205321,0.6914780619331645,0.0
0.7262011435398532,0.7479034123770966,0.6680284336955634,0.0
0.7247717187233317,0.7245806824754193,0.7284500367677098,0.0
0.7176032599419696,0.7200115673799884,0.7139063648990931,0.0
0.7192460317460317,0.7204308849045691,0.7190129912574557,0.0
0.7327508960573477,0.765268941584731,0.6440477163166926,0.0
