Global,Elliptical,Spirall,Artifac
0.7918775119617225,0.8727492696745257,0.6566966472238301,0.0
0.7965703349282297,0.8241671338782496,0.7619773810053876,0.0
0.8014468899521531,0.8386969223051728,0.748753283761521,0.0
0.7909129186602871,0.9314998967216501,0.5430784985974443,0.0
0.8029244019138756,0.8928442857564401,0.6509194532258783,0.0
0.8019942583732057,0.907379975803358,0.6207978983926266,0.0
0.8091444976076555,0.8524417952728024,0.7452135001558395,0.0
0.7886545454545455,0.9479772197468205,0.5054321207533728,0.0
0.809178947368421,0.886441028062203,0.6811857161939534,0.0
0.8109894736842105,0.873652217533713,0.7105725989581014,0.0
0.7768995215311004,0.7251615568473546,0.8915134244623536,0.0
0.8059368421052632,0.8194930508424563,0.798031969366401,0.0
0.8123674641148325,0.8636961846026734,0.7333585644953026,0.0
0.8095043062200957,0.8638142170025672,0.7248096531457322,0.0
0.8079732057416268,0.8228333677594499,0.7976535019368627,0.0
0.8114641148325359,0.887143320841571,0.6865065229974621,0.0
0.8127464114832536,0.8868423382218419,0.69080324146222,0.0
0.8119578947368421,0.8508601611142259,0.7563782893272185,0.0
0.8007540669856459,0.7907698663283071,0.8371365599536934,0.0
0.8136459330143541,0.8586266930272359,0.7466383187141012,0.0
0.8088153110047847,0.8273540086753814,0.7915757602742776,0.0
0.8120612440191387,0.8412405205228836,0.7748230108197159,0.0
0.8131712918660287,0.8500575407949482,0.7614208112560666,0.0
0.8153799043062201,0.8818141579863673,0.7079455897413064,0.0
0.813933014354067,0.8480568916167488,0.7674095017587604,0.0
0.8163291866028708,0.8781315471096816,0.7176521661694644,0.0
0.8153416267942584,0.8907787187582992,0.6909256868070707,0.0
0.8166583732057416,0.8753046711322258,0.7239414043367914,0.0
0.8162947368421053,0.8568385021688454,0.7577140567255889,0.0
0.8168803827751197,0.8901295405588834,0.6966249610401175,0.0
0.8138679425837321,0.9087786597420993,0.652689345028719,0.0
0.8168918660287081,0.8594883295464605,0.7544525579945679,0.0
0.8097837320574163,0.9224468116497979,0.6150318357896611,0.0
0.8161301435406698,0.869957803417038,0.7324903156863618,0.0
0.8177071770334928,0.8755053262120452,0.7266129391335322,0.0
0.8171751196172249,0.8625807784236773,0.749443430250679,0.0
0.8168267942583732,0.8934521526158931,0.6902021461329534,0.0
0.8181282296650718,0.8648470005016377,0.7479406919275123,0.0
0.818288995215311,0.8709315707161616,0.7369317422859433,0.0
0.8183617224880383,0.888754463100121,0.7035264259316978,0.0
0.8177531100478469,0.8919885508572103,0.695656529676299,0.0
0.8184727272727272,0.8774764672902712,0.725121332205352,0.0
0.8172363636363636,0.8896810174392871,0.6985061667928225,0.0
0.8167961722488039,0.8966862403729824,0.6840130905205041,0.0
0.816643062200957,0.8488654135560211,0.7737655282960061,0.0
0.8184535885167464,0.869084363657824,0.7408945189011087,0.0
0.8184038277511961,0.8840685768243383,0.7124871988957656,0.0
0.8182086124401914,0.874389920033049,0.7301749855291865,0.0
0.8175349282296651,0.8794003954085396,0.7187653056681064,0.0
0.8173511961722488,0.8553926052701466,0.7635135135135135,0.0
